id;rulebook_id;page;name;name_pt;effect_1;effect_2
2917;50;9;Throw Anything;;;
3179;50;9;Zen Archery;;;
91;51;38;Arcane Defense;;;
100;51;38;Arcane Preparation;;;
142;51;39;Augment Summoning;;;
315;51;39;Chain Spell;;;
427;51;39;Cooperative Spell;;;
581;51;39;Delay Spell;;;
872;51;39;Energy Admixture;;;
882;51;40;Energy Substitution;;;
3626;51;40;Eschew Materials;;;
1037;51;40;Extra Slot;;;
1045;51;40;Extra Spell;;;
1303;51;40;Greater Spell Focus;;;
1307;51;40;Greater Spell Penetration;;;
1487;51;40;Improved Familiar;;;
1652;51;41;Innate Spell;;;
2144;51;41;Persistent Spell;;;
2428;51;41;Repeat Spell;;;
2508;51;41;Sanctum Spell;;;
2538;51;42;Sculpt Spell;;;
2710;51;42;Spell Specialization: Energy Missile;;;
2711;51;42;Spell Specialization: Ray;;;
2742;51;42;Split Ray;;;
2807;51;42;Subdual Substitution;;;
3627;51;42;Twin Spell;;;
3628;51;42;Widen Spell;;;
70;52;39;Ancestral Relic;;;
77;52;41;Animal Friend;;;
299;52;41;Celestial Familiar;;;
301;52;42;Celestial Mount;;;
416;52;42;Consecrate Spell;;;
418;52;42;Consecrate Spell Like Ability;;;
419;52;42;Consecrate Spell Trigger;;;
3187;52;42;Consecrate Spell-Like Ability;;;
968;52;42;Exalted Companion;;;
969;52;42;Exalted Smite;;;
970;52;42;Exalted Spell Resistance;;;
971;52;42;Exalted Turning;;;
972;52;42;Exalted Wild Shape;;;
1091;52;43;Favored of the Companions;;;
1132;52;43;Fist of the Heavens;;;
1219;52;43;Gift of Faith;;;
1220;52;43;Gift of Grace;;;
1339;52;43;Hands of a Healer;;;
1399;52;44;Holy Ki Strike;;;
1401;52;44;Holy Radiance;;;
1404;52;44;Holy Subdual;;;
1677;52;44;Intuitive Attack;;;
1718;52;44;Knight of Stars;;;
2049;52;44;Nemesis;;;
2060;52;44;Nimbus of Light;;;
2071;52;44;Nonlethal Substitution;;;
2073;52;44;Nymph's Kiss;;;
2306;52;44;Purify Spell;;;
2307;52;45;Purify Spell Trigger;;;
2308;52;45;Purify Spell-like Ability;;;
2312;52;45;Quell the Profane;;;
2357;52;45;Ranged Smite Evil;;;
2446;52;45;Resounding Blow;;;
2458;52;45;Righteous Wrath;;;
2488;52;45;Sacred Strike;;;
3191;52;45;Sacred Vow;;;
2500;52;46;Sanctify Ki Strike;;;
2501;52;46;Sanctify Martial Strike;;;
2502;52;46;Sanctify Natural Attack;;;
2506;52;46;Sanctify Weapon;;;
2553;52;46;Servant of the Heavens;;;
2695;52;46;Spell Focus (Good);;;
2768;52;46;Stigmata;;;
2808;52;46;Subduing Strike;;;
2939;52;47;Touch of Golden Ice;;;
3076;52;47;Vow of Abstinence;;;
3077;52;47;Vow of Chastity;;;
3078;52;47;Vow of Nonviolence;;;
3079;52;48;Vow of Obedience;;;
3080;52;48;Vow of Peace;;;
3081;52;48;Vow of Poverty;;;
3082;52;48;Vow of Purity;;;
3168;52;48;Words of Creation;;;
347;53;59;City Magic ;;;
543;53;60;Deceptive Spell ;;;
811;53;60;Efficient Defender;;;
1015;53;61;Extra Contacts;;;
1086;53;61;Favored;;;
1684;53;61;Invisible Spell ;;;
2239;53;61;Primary Contact;;;
2469;53;62;Roof-Jumper;;;
2470;53;63;Roofwalker;;;
2685;53;63;Special Dispensation;;;
2800;53;64;Strong Stomach;;;
2869;53;64;Swift Tumbler;;;
3037;53;64;Urban Tracking;;;
83;54;103;Appraise Magic Value;;;
125;54;105;Ascetic Hunter;;;
126;54;105;Ascetic Knight;;;
127;54;105;Ascetic Mage;;;
129;54;106;Ascetic Rogue;;;
3766;54;;Augmented Alchemy;;;
226;54;114;Blindsense;;;
263;54;106;Brachiation;;;
278;54;106;Brutal Throw;;;
321;54;113;Chant of Fortitude;;;
360;54;114;Climb like an Ape;;;
398;54;106;Combat Intuition;;;
442;54;114;Cougar's Vision;;;
504;54;106;Danger Sense;;;
533;54;106;Death Blow;;;
572;54;106;Deft Opportunist;;;
574;54;106;Deft Strike;;;
605;54;107;Devoted Inquisitor;;;
3188;54;107;Devoted Performer;;;
607;54;108;Devoted Tracker;;;
633;54;108;Disguise Spell;;;
645;54;108;Dive For Cover;;;
771;54;108;Dual Strike;;;
910;54;191;Epic Dodge;;;
920;54;192;Epic Improved Skirmish;;;
928;54;191;Epic Reputation;;;
930;54;191;Epic Skill Focus;;;
994;54;109;Expert Tactician;;;
1024;54;109;Extra Music;;;
1056;54;109;Extraordinary Concentration;;;
1057;54;109;Extraordinary Spell Aim;;;
1175;54;109;Force of Personality;;;
1237;54;109;Goad;;;
1315;54;110;Green Ear;;;
1324;54;192;Group Inspiration;;;
1348;54;114;Hawk's Vision;;;
1359;54;110;Hear The Unseen;;;
1469;54;110;Improved Diversion;;;
1494;54;110;Improved Flight;;;
1574;54;192;Improved Sudden Strike;;;
1579;54;110;Improved Swimming;;;
1664;54;110;Insightful Reflexes;;;
1690;54;113;Ironskin Chant;;;
1695;54;110;Jack of All Trades;;;
1741;54;110;Leap Attack;;;
1746;54;192;Legendary Acrobat;;;
1748;54;192;Legendary Climber;;;
1751;54;192;Legendary Leaper;;;
1755;54;192;Legendary Tracker;;;
1776;54;111;Lingering Song;;;
1811;54;113;Lyric Spell;;;
1973;54;111;Mobile Spell-Casting;;;
2030;54;111;Natural Bond;;;
2075;54;111;Obscure Lore;;;
2094;54;111;Open Minded;;;
2109;54;111;Oversized Two-Weapon Fighting;;;
2198;54;192;Polyglot;;;
3329;54;111;Power Throw;;;
2318;54;112;Quick Reconnoiter;;;
2385;54;112;Razing Strike;;;
2517;54;114;Savage Grapple;;;
2520;54;114;Scent;;;
2753;54;112;Staggering Strike;;;
2809;54;112;Subsonics;;;
2878;54;112;Tactile Trapsmith;;;
3056;54;112;Versatile Performer;;;
90;55;73;Arcane Defense;;;
96;55;73;Arcane mastery;;;
97;55;73;Arcane Preparation;;;
146;55;191;Automatic Quicken Spell;;;
148;55;191;Automatic Silent Spell;;;
150;55;191;Automatic Still Spell;;;
183;55;75;Battle Caster;;;
211;55;75;Black Lore of Moil;;;
260;55;76;Born of the Three Thunders;;;
314;55;76;Chain Spell;;;
382;55;181;Collegiate Wizard;;;
410;55;76;Communicator;;;
426;55;76;Cooperative Spell;;;
452;55;77;Craft Contingent Spell;;;
578;55;77;Delay Spell;;;
692;55;77;Double Wand Wielder;;;
3413;55;77;Draconic Breath;;;
698;55;77;Draconic Claw;;;
700;55;77;Draconic Flight;;;
702;55;77;Draconic Heritage;;;
706;55;78;Draconic Legacy;;;
709;55;78;Draconic Power;;;
711;55;78;Draconic Presence;;;
713;55;78;Draconic Resistance;;;
716;55;78;Draconic Skin;;;
871;55;78;Energy Admixture;;;
880;55;79;Energy Substitution;;;
887;55;191;Enhance Spell;;;
933;55;192;Epic Spell Focus;;;
935;55;192;Epic Spell Penetration;;;
998;55;79;Explosive Spell;;;
1017;55;79;Extra Edge;;;
1022;55;79;Extra Invocation;;;
1036;55;79;Extra Slot;;;
1044;55;79;Extra Spell;;;
1046;55;80;Extra Spell Secret;;;
1186;55;80;Fortify Spell;;;
1327;55;80;Guardian Spirit;;;
1372;55;80;Heighten Spell-like ability;;;
1454;55;192;Improved Combat Casting;;;
1649;55;80;Innate Spell;;;
1662;55;80;Insightful;;;
1791;55;80;Lord of the Uttercold;;;
1818;55;81;Mage Slayer;;;
1892;55;192;Master Staff;;;
1894;55;192;Master Wand;;;
1914;55;81;Maximize Spell-like Ability;;;
2043;55;81;Necropolis Born;;;
2054;55;81;Night Haunt;;;
2070;55;81;Nonlethal Substitution;;;
2078;55;81;Obtain Familiar;;;
2140;55;81;Persistent Spell;;;
2158;55;81;Pierce Magical Concealment;;;
2159;55;82;Pierce Magical Protection;;;
2231;55;82;Practiced Spellcaster;;;
2236;55;181;Precocious Apprentice;;;
2358;55;82;Ranged Spell Specialization;;;
2413;55;82;Reckless Wand Wielder;;;
2426;55;82;Repeat Spell;;;
2507;55;82;Sanctum Spell;;;
2536;55;83;Sculpt Spell;;;
2678;55;83;Soul of the North;;;
2701;55;83;Spell Hand;;;
2741;55;83;Split Ray;;;
2813;55;83;Sudden Empower;;;
2817;55;83;Sudden Extend;;;
2819;55;83;Sudden Maximize;;;
2821;55;83;Sudden Quicken;;;
2824;55;83;Sudden Silent;;;
2826;55;83;Sudden Still;;;
2828;55;83;Sudden Widen;;;
2944;55;83;Touch Spell Specialization;;;
2957;55;84;Transdimensional Spell;;;
2989;55;84;Twin Spell;;;
3088;55;84;Wandstrike;;;
92;56;79;Arcane Disciple;;;
139;56;79;Augment Healing;;;
242;56;79;Boar's Ferocity;;;
249;56;89;Bonus Domain;;;
337;56;79;Cheetah's Speed;;;
417;56;79;Consecrate Spell;;;
435;56;79;Corrupt Spell;;;
627;56;80;Disciple of the Sun;;;
660;56;80;Divine Metamagic;;;
669;56;80;Divine Spell Power;;;
682;56;80;Domain Focus;;;
683;56;80;Domain Spontaneity;;;
790;56;80;Eagle's Wings;;;
830;56;80;Elemental Healing;;;
833;56;81;Elemental Smiting;;;
838;56;81;Elephant's Hide;;;
854;56;81;Empower Turning;;;
905;56;89;Epic Devotion;;;
1051;56;81;Extra Wild Shape;;;
1082;56;81;Fast Wild Shape;;;
1233;56;82;Glorious Weapons;;;
1323;56;82;Grizzly's Claws;;;
1402;56;89;Holy Strike;;;
1563;56;82;Improved Smiting;;;
1781;56;82;Lion's Pounce;;;
1830;56;90;Magical Beast Wild Shape;;;
2046;56;90;Negative Energy Burst;;;
2074;56;82;Oaken Resilience;;;
2167;56;86;Pious Defense;;;
2169;56;86;Pious Soul;;;
2170;56;87;Pious Spellsurge;;;
2203;56;90;Positive Energy Aura;;;
2232;56;82;Practiced Spellcaster;;;
2246;56;84;Profane Boost;;;
2339;56;84;Quicken Turning;;;
2378;56;84;Rapid Spell;;;
2390;56;84;Reach Spell;;;
2478;56;84;Sacred Boost;;;
2479;56;84;Sacred Healing;;;
2503;56;84;Sanctify Relic;;;
2550;56;84;Serpent's Venom;;;
2688;56;90;Spectral Strike;;;
2693;56;46;Spell Focus (Chaos);;;
2694;56;22;Spell Focus (Evil);;;
2696;56;85;Spell Focus (Good);;;
2697;56;100;Spell Focus (Law);;;
2745;56;84;Spontaneous Healer;;;
2747;56;85;Spontaneous Summoner;;;
2748;56;85;Spontaneous Wounder;;;
2873;56;85;Swim like a Fish;;;
2958;56;85;Transdimensional Spell;;;
2974;56;86;True Believer;;;
3015;56;90;Undead Mastery;;;
3022;56;90;Unholy Strike;;;
3164;56;86;Wolverine's Rage;;;
3180;56;90;Zone of Animation;;;
53;57;54;Air Devotion;;;
76;57;54;Animal Devotion;;;
158;57;55;Awesome Smite;;;
182;57;55;Battle Blessing;;;
203;57;56;Bestial Charge;;;
323;57;56;Chaos Devotion;;;
335;57;57;Charnel Miasma;;;
535;57;57;Death Devotion;;;
590;57;57;Destruction Devotion;;;
792;57;58;Earth Devotion;;;
828;57;58;Elemental Essence;;;
3264;57;58;Evil Devotion;;;
1130;57;58;Fire Devotion;;;
1189;57;58;Fragile Construct;;;
1243;57;58;Good Devotion;;;
1253;57;59;Great and Small;;;
1353;57;59;Healing Devotion;;;
1400;57;59;Holy Potency;;;
1405;57;60;Holy Warrior;;;
1436;57;60;Imbued Healing;;;
1727;57;60;Knowledge Devotion;;;
1737;57;61;Law Devotion;;;
1795;57;61;Luck Devotion;;;
1822;57;61;Magic Devotion;;;
1971;57;61;Mitigate Suffering;;;
2180;57;61;Plant Devotion;;;
2262;57;61;Protection Devotion;;;
2264;57;61;Protective Ward;;;
2449;57;62;Retrieve Spell;;;
2734;57;62;Spiritual Counter;;;
2744;57;62;Spontaneous Domains;;;
2793;57;62;Strength Devotion;;;
3273;57;62;Sun Devotion;;;
2867;57;62;Swift Call;;;
2870;57;62;Swift Wild Shape;;;
2940;57;62;Touch of Healing;;;
2966;57;62;Travel Devotion;;;
2970;57;63;Trickery Devotion;;;
3003;57;63;Umbral Shroud;;;
3051;57;63;Venom's Gift;;;
3089;57;63;War Devotion;;;
3095;57;64;Water Devotion;;;
24;58;37;Acidic Splatter;;;
55;58;37;Alacritous Cogitation ;;;
84;58;39;Aquatic Breath;;;
190;58;39;Battlecaster Defense;;;
191;58;40;Battlecaster Offense;;;
214;58;40;Blade of Force;;;
261;58;40;Borne Aloft;;;
290;58;40;Captivating Melody ;;;
350;58;40;Clap of Thunder;;;
368;58;40;Cloudy Conjuration;;;
369;58;40;Clutch of Earth;;;
523;58;41;Dazzling Illusion;;;
552;58;41;Defending Spirit ;;;
575;58;41;Delay Potion ;;;
613;58;41;Dimensional Jaunt;;;
614;58;41;Dimensional Reach;;;
768;58;42;Drowning Glance;;;
825;58;42;Elemental Adept;;;
870;58;42;Energy Abjuration;;;
874;58;42;Energy Gestalt;;;
1066;58;42;Face-Changer;;;
1089;58;42;Favored Magic Foe ;;;
1098;58;42;Fearsome Necromancy;;;
1110;58;43;Fey Heritage;;;
1111;58;43;Fey Legacy;;;
1112;58;43;Fey Power;;;
1113;58;43;Fey Presence;;;
1114;58;43;Fey Skin;;;
1117;58;43;Fiendish Heritage;;;
1118;58;43;Fiendish Legacy;;;
1119;58;43;Fiendish Power;;;
1120;58;43;Fiendish Presence;;;
1121;58;43;Fiendish Resistance;;;
1123;58;43;Fiery Burst;;;
1345;58;44;Hasty Spirit;;;
1419;58;44;Hurricane Breath;;;
1663;58;44;Insightful Divination;;;
1683;58;44;Invisible Needle;;;
1821;58;44;Magic Device Attunement;;;
1823;58;44;Magic Disruption;;;
1826;58;44;Magic Sensitive;;;
1889;58;44;Master of Undeath ;;;
1918;58;44;Melodic Casting;;;
1931;58;45;Metamagic School Focus;;;
1933;58;45;Metamagic Spell Trigger;;;
1934;58;45;Metamagic Vigor;;;
1961;58;45;Minor Shapeshift;;;
2027;58;45;Mystic Backlash;;;
2162;58;46;Piercing Evocation ;;;
2356;58;46;Ranged Recall;;;
2369;58;46;Rapid Metamagic;;;
2434;58;46;Residual Magic;;;
2448;58;47;Retributive Spell;;;
2566;58;47;Shadow Veil;;;
2619;58;47;Sickening Grasp;;;
2674;58;47;Somatic Weaponry;;;
2783;58;47;Storm Bolt;;;
2833;58;47;Summon Elemental;;;
2839;58;48;Sunlight Eyes;;;
2938;58;48;Touch of Distraction;;;
2946;58;48;Toughening Transmutation;;;
3032;58;48;Unsettling Enchantment ;;;
3049;58;48;Vengeful Spirit;;;
3148;58;48;Wind-Guided Arrows;;;
3156;58;48;Winter's Blast;;;
48;59;60;Aggressive Mind;;;
80;59;60;Antagonist;;;
522;59;49;Dazzling Energy;;;
548;59;49;Deep Vision;;;
555;59;60;Defensive Shell;;;
619;59;49;Dire Flail Mind Blade;;;
621;59;49;Dire Stun;;;
685;59;49;Don Mantle;;;
688;59;59;Dorje Mastery;;;
762;59;49;Dromite Barrier;;;
763;59;49;Dromite Ray;;;
770;59;59;Dual Dorje;;;
773;59;49;Duergar Expansion;;;
774;59;49;Duergar Invisibility;;;
785;59;49;Dwarven Urgrosh Mind Blade;;;
3270;59;50;Ectopic Form;;;
814;59;52;Elan Repletion;;;
815;59;52;Elan Resilience;;;
816;59;52;Elan Resistance, Enhanced;;;
817;59;52;Elan Retainment;;;
827;59;52;Elemental Envoy;;;
868;59;53;Energize Armor;;;
884;59;53;Enervation Endurance;;;
890;59;53;Enhanced Beneficence;;;
902;59;53;Envoy Cognizance;;;
957;59;53;Euphoric Reduction;;;
1013;59;54;Extra Aura;;;
1164;59;54;Focused Perception;;;
1166;59;54;Focused Shield;;;
1167;59;54;Focused Skill User;;;
1210;59;54;Gestalt Anchor;;;
1223;59;54;Githyanki Charm;;;
1224;59;54;Githyanki Control;;;
1225;59;54;Githyanki Dismissal;;;
1227;59;54;Githyanki Ectoform;;;
1228;59;54;Githzerai Burst;;;
3407;59;54;Githzerai Feedback;;;
1230;59;54;Githzerai Knock;;;
1231;59;55;Githzerai Link;;;
1330;59;55;Half-Giant Stomp;;;
1331;59;55;Half-Giant Thunderer;;;
1409;59;60;Host Focus;;;
1411;59;59;Hostile Mind, Improved;;;
1427;59;61;Illithid Blast;;;
1428;59;61;Illithid Compulsion;;;
1429;59;61;Illithid Enthusiast;;;
3408;59;;Illithid Extraction;;;
1431;59;61;Illithid Grapple;;;
1432;59;62;Illithid Heritage;;;
1433;59;62;Illithid Legacy;;;
3268;59;62;Illithid Legacy, Greater;;;
1435;59;62;Illithid Skin;;;
1672;59;55;Instinctive Consummator;;;
1680;59;55;Invest Armor;;;
1726;59;62;Knockdown Power;;;
1779;59;62;Linked Power;;;
1805;59;55;Lurk Augment, Extra;;;
1806;59;55;Lurk Augment, Ranged;;;
1807;59;55;Lurk Master;;;
1815;59;55;Maenad Deafening Scream;;;
1816;59;55;Maenad Fury;;;
1817;59;55;Maenad Scream;;;
1844;59;55;Mantle Focus;;;
1922;59;56;Mental Juggernaut;;;
1937;59;63;Metapower;;;
1949;59;56;Mind Cleave;;;
1951;59;56;Mind Empowerment;;;
1956;59;56;Mind Strike;;;
1957;59;57;Mind Strike, Swift;;;
2099;59;57;Orc Double Axe Mind Blade;;;
2114;59;60;Pacifist;;;
2119;59;63;Paraelemental Power;;;
2157;59;63;Phrenic Leech;;;
2206;59;57;Postpone Enervation;;;
2230;59;57;Practiced Manifester;;;
2244;59;57;Privileged Energy;;;
2283;59;59;Psionic Mastery;;;
2302;59;57;Psymbiot;;;
2641;59;57;Skin of the Construct;;;
2736;59;60;Spiritual Force;;;
2796;59;60;Strength of Two;;;
2804;59;57;Stygian Archon;;;
2805;59;64;Stygian Power;;;
2877;59;58;Synad Multitask, Enhanced;;;
2888;59;58;Tap Mantle;;;
2894;59;60;Telepathic Affinity;;;
2911;59;58;Thri-Kreen Carapace;;;
2912;59;58;Thri-Kreen Claw;;;
2913;59;58;Thri-Kreen Displacement;;;
2914;59;58;Thri-Kreen Poison;;;
2956;59;64;Transdimensional Power;;;
2995;59;58;Two-Bladed Mind Blade;;;
3073;59;58;Volatile Escalation;;;
3074;59;58;Volatile Leech;;;
3175;59;59;Xeph Burst, Extra;;;
3176;59;59;Xeph Celerity;;;
3275;60;84;Acrobatic Backstab;;;
39;60;73;Advantageous Avoidance ;;;
130;60;73;Ascetic Stalker;;;
3276;60;85;Assume Quirk;;;
3277;60;85;Back on Your Feet;;;
205;60;74;Better Lucky than Good ;;;
322;60;74;Chant of the Long Road ;;;
342;60;75;Chord of Distraction ;;;
3278;60;85;Clarity of Vision;;;
3279;60;85;Clever Improviser;;;
3280;60;85;Collector of Stories;;;
3281;60;85;Conceal Spellcasting;;;
413;60;75;Concussion Attack;;;
425;60;75;Cool Head (CS);;;
3282;60;85;Corner Perch;;;
506;60;76;Daredevil Athlete;;;
508;60;76;Daring Outlaw ;;;
509;60;76;Daring Warrior;;;
526;60;76;Deadly Defense;;;
532;60;76;Deafening Strike ;;;
631;60;0;Disemboweling Strike ;;;
3283;60;86;Dismount Attack;;;
778;60;77;Dumb Luck ;;;
3284;60;86;Easy Escape;;;
822;60;77;Eldritch Erosion ;;;
865;60;77;Enduring Ki ;;;
923;60;77;Epic of the Lost King ;;;
3285;60;86;Escape Attack;;;
987;60;77;Expanded Ki Pool;;;
3286;60;86;Extreme Leap;;;
3287;60;86;False Theurgy;;;
1188;60;77;Fortuitous Strike ;;;
1192;60;77;Freerunner ;;;
1244;60;77;Good Karma ;;;
3288;60;87;Group Fake-Out;;;
1350;60;77;Head Shot ;;;
1352;60;78;Healer's Luck  ;;;
3289;60;87;Healing Hands;;;
3290;60;87;Hidden Blade;;;
1438;60;78;Impeding Attack ;;;
1481;60;78;Improved Familiar;;;
1560;60;78;Improved Skirmish ;;;
3291;60;87;Leaping Climber;;;
3292;60;87;Listen to This;;;
1798;60;79;Lucky Break  ;;;
1799;60;79;Lucky Catch  ;;;
1800;60;79;Lucky Fingers  ;;;
1801;60;79;Lucky Start  ;;;
3293;60;87;Magical Appraisal;;;
1832;60;79;Magical Fortune ;;;
1836;60;79;Make Your Own Luck ;;;
1877;60;79;Martial Stalker;;;
1891;60;79;Master Spellthief ;;;
1928;60;79;Merciful Strike ;;;
1950;60;79;Mind Drain ;;;
1963;60;80;Miser's Fortune  ;;;
3294;60;87;Mosquito's Bite;;;
3295;60;87;Never Outnumbered;;;
3296;60;87;Nimble Charge;;;
3297;60;88;Nimble Stand;;;
3298;60;88;Opening Tap;;;
2137;60;80;Persistent Attacker ;;;
3299;60;88;Point it Out;;;
2186;60;80;Poison Expert ;;;
2192;60;80;Poison Master ;;;
2291;60;80;Psithief ;;;
2297;60;80;Psychic Luck;;;
3300;60;88;Quick Escape;;;
3301;60;88;Quick Swimmer;;;
2518;60;80;Savvy Rogue ;;;
3302;60;88;Second Impression;;;
3303;60;89;Shrouded Dance;;;
3305;60;89;Slipping Past;;;
2650;60;80;Sly Fortune  ;;;
3304;60;89;Social Recovery;;;
2682;60;80;Sound of Silence ;;;
3306;60;89;Speedy Ascent;;;
3307;60;89;Spot the Weak Point;;;
3308;60;89;Sudden Draw;;;
2850;60;81;Sure Hand ;;;
2856;60;81;Survivor's Luck ;;;
2864;60;81;Sweet Talker;;;
2865;60;81;Swift Ambusher ;;;
3309;60;90;Swift Concentration;;;
2868;60;81;Swift Hunter;;;
2896;60;80;Tempting Fate ;;;
2905;60;80;Third Time's the Charm ;;;
2915;60;81;Throat Punch;;;
3310;60;90;Timely Misdirection;;;
3311;60;90;Tumbling Crawl;;;
3312;60;90;Twisted Charge;;;
3007;60;81;Unbelievable Luck ;;;
3313;60;90;Up the Hill;;;
3190;60;82;Victor's Luck;;;
3314;60;90;Walk the Walls;;;
3315;60;90;Wall Jumper;;;
3065;60;82;Warning Shout;;;
3316;60;90;Whip Climber;;;
82;61;112;Anvil of Thunder;;;
103;61;96;Arcane Strike;;;
118;61;151;Armor Skin;;;
121;61;96;Arterial Strike;;;
163;61;96;Axiomatic Strike;;;
194;61;112;Bear Fang;;;
296;61;108;Cavalry Charger;;;
355;61;97;Clever Wrestling;;;
365;61;97;Close-Quarters Fighting;;;
385;61;151;Combat Archery;;;
389;61;110;Combat Brute;;;
397;61;151;Combat Insight;;;
487;61;113;Crescent Moon;;;
500;61;151;Damage Reduction;;;
513;61;97;Dash;;;
556;61;97;Defensive Strike;;;
558;61;97;Defensive Throw;;;
592;61;97;Destructive Rage;;;
651;61;106;Divine Cleansing;;;
661;61;106;Divine Might;;;
664;61;106;Divine Resistance;;;
666;61;106;Divine Shield;;;
675;61;108;Divine Vigor;;;
786;61;97;Eagle Claw Attack;;;
801;61;97;Earth's Embrace;;;
841;61;110;Elusive target;;;
903;61;151;Epic Combat Expertise;;;
924;61;151;Epic Prowess;;;
941;61;151;Epic Sunder;;;
942;61;151;Epic Toughness;;;
944;61;151;Epic Weapon Focus;;;
1004;61;97;Extend Rage;;;
1028;61;98;Extra Rage;;;
1038;61;98;Extra Smiting;;;
1047;61;98;Extra Stunning;;;
1060;61;98;Eyes in the Back of Your Head;;;
1084;61;98;Faster Healing;;;
1093;61;98;Favored Power Attack;;;
1133;61;99;Fists of Iron;;;
1138;61;99;Fleet of Foot;;;
1143;61;99;Flick of the Wrist;;;
1158;61;99;Flying Kick;;;
1185;61;110;Formation Expert;;;
1193;61;99;Freezing The Lifeblood;;;
1216;61;111;Giantbane;;;
1278;61;99;Greater Kiai Shout;;;
1296;61;99;Greater Resiliency;;;
1308;61;100;Greater Two-Weapon Defense;;;
1335;61;113;Hammer's Edge;;;
1336;61;100;Hamstring;;;
1389;61;113;High Sword Low Axe;;;
1395;61;100;Hold the Line;;;
1449;61;100;Improved Buckler Defense;;;
1456;61;100;Improved Combat Expertise;;;
1482;61;100;Improved Familiar;;;
1488;61;101;Improved Favored Enemy;;;
1523;61;101;Improved Mounted Archery;;;
1547;61;101;Improved Rapid Shot;;;
1581;61;101;Improved Toughness;;;
1591;61;101;Improved Two-Weapon Defense;;;
1596;61;101;Improved Weapon Familiarity;;;
1670;61;102;Instantaneous Rage;;;
1674;61;102;Intimidating Rage;;;
1708;61;102;Karmic Strike;;;
1713;61;102;Kiai Shout;;;
1753;61;152;Legendary Rider;;;
1770;61;113;Lightning Mace;;;
1978;61;103;Monkey Grip;;;
2052;61;114;Net and Trident;;;
2116;61;103;Pain Touch;;;
2132;61;152;Perfect Two-Weapon Fighting;;;
2154;61;103;Phalanx Fighting;;;
2165;61;103;Pin Shield;;;
2209;61;103;Power Critical;;;
2250;61;103;Prone Attack;;;
2321;61;114;Quick Staff;;;
2353;61;103;Ranged Disarm;;;
2355;61;104;Ranged Pin;;;
2359;61;104;Ranged Sunder;;;
2379;61;104;Rapid Stunning;;;
2382;61;111;Raptor School;;;
2472;61;105;Roundabout Kick;;;
2490;61;108;Sacred Vengeance;;;
2578;61;105;Sharp-Shooting;;;
2582;61;105;Shield Charge;;;
2592;61;105;Shield Slam;;;
2614;61;112;Shock Trooper;;;
2728;61;114;Spinning Halberd;;;
2835;61;112;Sun School;;;
2861;61;105;Swarmfighting;;;
2910;61;114;Three Mountains;;;
2916;61;105;Throw Anything;;;
3100;61;106;Weakening Touch;;;
3140;61;153;Wield Oversized Weapon;;;
3178;61;106;Zen Archery;;;
111;62;15;Armor of Scales ;;;
210;62;15;Black Dragon Lineage ;;;
241;62;15;Blue Dragon Lineage ;;;
180;62;16;Brass Dragon Lineage ;;;
253;62;16;Bronze Dragon Lineage ;;;
430;62;16;Copper Dragon Lineage ;;;
3620;62;16;Double Draconic Aura;;;
3467;62;16;Double Draconic Aura;;;
695;62;16;Draconic Armor ;;;
696;62;16;Draconic Aura;;;
703;62;17;Draconic Heritage;;;
705;62;17;Draconic Knowledge;;;
715;62;17;Draconic Senses ;;;
719;62;17;Draconic Vigor ;;;
731;62;17;Dragonfire Assault ;;;
732;62;17;Dragonfire Channeling ;;;
733;62;17;Dragonfire Inspiration ;;;
734;62;18;Dragonfire Strike ;;;
747;62;18;Dragontouched ;;;
1241;62;19;Gold Dragon Lineage ;;;
1314;62;19;Green Dragon Lineage;;;
1360;62;19;Heart of Dragons ;;;
1619;62;20;Initiate of Aasterinian ;;;
1623;62;20;Initiate of Astilabor ;;;
1624;62;20;Initiate of Bahamut ;;;
1627;62;20;Initiate of Falazure ;;;
1628;62;20;Initiate of Garyx ;;;
1631;62;21;Initiate of Hlal ;;;
1633;62;21;Initiate of Io ;;;
1635;62;21;Initiate of Lendys ;;;
3621;62;21;Initiate of Tamara;;;
1645;62;21;Initiate of Tiamat ;;;
2415;62;21;Red Dragon Lineage ;;;
2627;62;22;Silver Dragon Lineage ;;;
2645;62;22;Slayer of Dragons ;;;
3130;62;22;White Dragon Lineage ;;;
3169;62;22;Words of Draconic Power ;;;
407;63;44;Combat Tinkering;;;
3181;63;;Font of Inspiration;;;
1236;63;44;Gnome Tunnel Acrobatics;;;
1333;63;45;Hammer and Piton;;;
2319;63;46;Quick Reconnoiter;;;
2961;63;46;Trap Engineer;;;
2963;63;46;Trap Sensitivity;;;
2983;63;46;Tunnel Fighting;;;
3019;63;46;Undermountain Tactics;;;
3101;63;47;Weapon and Torch;;;
202;64;23;Beloved of Demons;;;
222;64;23;Blessing of the Godless;;;
656;64;24;Divine Denial;;;
843;64;24;Embody Energy;;;
958;64;24;Evasive Maneuvers;;;
962;64;24;Evil Brand;;;
1102;64;24;Fell Conspiracy;;;
1207;64;24;Generous Sacrifice;;;
1326;64;24;Gruesome Finish;;;
1378;64;24;Hellsworn;;;
1835;64;25;Maiming Strike;;;
1883;64;25;Mask of Gentility;;;
2265;64;26;Proteus;;;
2647;64;26;Slippery Skin;;;
2794;64;26;Strength of Conviction;;;
3696;64;;Twist the Knife;;;
3009;64;26;Uncanny Forethought;;;
